pl_name,pl_orbsmax,pl_rade,pl_bmasse,st_rad,st_mass,sy_dist
Kepler-138 d,0.1288,1.51,2.1,0.54,0.54,66.8624
Kepler-138 d,0.1301,1.68,1.17,0.58,0.55,66.8624
Kepler-15 b,0.05714,10.76,209.76,0.99,1.02,739.412
Kepler-15 b,0.0583,14.448,221.20968,1.25,1.08,739.412
Kepler-15 b,0.05705,10.761,201.18639,0.99,1.02,739.412
Kepler-1514 b,0.753,12.42,1678.1424,1.29,1.2,397.292
Kepler-16 b,0.7048,8.449,105.833,0.65,0.69,75.0852
Kepler-1647 b,2.7205,11.874,483.0,1.79,1.22,1212.45
Kepler-1654 b,2.026,9.18,158.915,1.18,1.01,568.117
Kepler-1655 b,0.103,2.213,5.0,1.03,1.03,213.26
Kepler-1655 b,0.1029,2.213,5.4,1.03,1.03,213.26
Kepler-1656 b,0.197,5.02,48.6,1.1,1.03,185.875
Kepler-1658 b,0.0544,11.994,1868.8404,2.89,1.45,788.238
Kepler-1661 b,0.633,3.87,17.0,0.76,0.84,410.607
Kepler-167 e,1.883,10.16,321.00669,0.75,0.78,341.908
Kepler-17 b,0.0268,14.908,785.0401,1.05,1.16,720.753
Kepler-17 b,0.02591,14.68,778.65,1.01,1.04,720.753
Kepler-17 b,0.02605,14.684,743.7222,0.98,1.07,720.753
Kepler-1704 b,2.027,11.949,1322.16617,1.7,1.13,835.455
Kepler-1708 b,1.64,9.96,1462.01067,1.12,1.09,1666.69
Kepler-18 b,0.0447,2.0,6.9,1.11,0.97,433.047
Kepler-18 c,0.0752,5.49,17.3,1.11,0.97,433.047
Kepler-18 d,0.1172,6.98,16.4,1.11,0.97,433.047
Kepler-1876 b,0.0758,0.853,2.4,1.48,1.19,259.935
Kepler-19 b,0.0846,2.209,6.1,0.86,0.94,218.562
Kepler-20 b,0.04565,1.773,9.7,0.92,0.93,282.563
Kepler-20 b,0.04537,1.91,8.7,0.94,0.91,282.563
Kepler-20 b,0.0463,1.868,9.7,0.96,0.95,282.563
Kepler-20 c,0.093,3.07,16.1,0.94,0.91,282.563
Kepler-20 c,0.0949,3.047,12.75,0.96,0.95,282.563
Kepler-20 c,0.0936,2.894,11.1,0.92,0.93,282.563
Kepler-20 d,0.3506,2.744,10.07,0.96,0.95,282.563
Kepler-20 d,0.3453,2.75,20.1,0.94,0.91,282.563
Kepler-20 d,0.3474,2.606,13.4,0.92,0.93,282.563
Kepler-20 e,0.0637,0.821,0.76,0.92,0.93,282.563
Kepler-20 f,0.1387,0.952,1.4,0.92,0.93,282.563
Kepler-21 b,0.0434,1.639,7.5,1.9,1.41,108.522
Kepler-21 b,0.042717,1.639,5.08,1.9,1.41,108.522
Kepler-21 b,0.042507,1.635,10.4,1.86,1.34,108.522
Kepler-22 b,0.849,2.38,36.0,0.98,0.97,194.642
Kepler-22 b,0.812,2.1,9.1,0.87,0.86,194.642
Kepler-23 b,0.075,1.9,254.3,1.52,1.11,835.756
Kepler-23 c,0.099,3.2,858.1,1.52,1.11,835.756
Kepler-24 b,0.08,2.4,508.5,1.07,1.03,1156.81
Kepler-24 c,0.106,2.8,508.5,1.07,1.03,1156.81
Kepler-25 b,0.068,2.6,4036.3,1.36,1.22,243.249
Kepler-25 c,0.11,4.5,1322.12,1.36,1.22,243.249
Kepler-26 b,0.085,3.6,120.77,0.59,0.65,335.307
Kepler-26 c,0.107,3.6,119.181,0.59,0.65,335.307
Kepler-27 b,0.118,4.0,2895.31,0.59,0.65,1044.36
Kepler-27 c,0.191,4.9,4385.87,0.59,0.65,1044.36
Kepler-28 b,0.062,3.6,479.9,0.7,0.75,438.359
Kepler-28 c,0.081,3.4,432.23,0.7,0.75,438.359
Kepler-289 b,0.21,2.15,7.3,1.0,1.08,704.438
Kepler-289 c,0.51,11.59,132.0,1.0,1.08,704.438
Kepler-289 d,0.33,2.68,4.0,1.0,1.08,704.438
Kepler-29 b,0.09,3.6,127.1,0.96,1.0,832.532
Kepler-29 c,0.11,2.9,95.3,0.96,1.0,832.532
Kepler-30 b,0.18,3.6,63.566,0.95,0.99,914.221
Kepler-30 b,0.18,3.9,11.3,0.95,0.99,914.221
Kepler-30 c,0.3,14.3,2892.253,0.95,0.99,914.221
Kepler-30 c,0.3,12.3,640.0,0.95,0.99,914.221
Kepler-30 d,0.5,10.6,5403.11,0.95,0.99,914.221
Kepler-30 d,0.5,8.8,23.1,0.95,0.99,914.221
Kepler-31 c,0.26,5.3,1493.7,1.22,1.21,1664.64
Kepler-31 d,0.4,3.9,2161.244,1.22,1.21,1664.64
Kepler-32 b,0.05,2.2,1303.0,0.53,0.58,323.847
Kepler-32 c,0.09,2.0,158.9,0.53,0.58,323.847
Kepler-323 b,0.02778,1.381,3.9,1.12,1.01,454.883
Kepler-323 c,0.0458,1.57,6.8,1.12,1.01,454.883
Kepler-34 b,1.0896,8.564,69.92,1.16,1.05,1800.82
Kepler-35 b,0.60347,8.16,40.363,1.03,0.89,1819.17
Kepler-36 b,0.1153,1.486,4.45,1.63,1.07,527.956
Kepler-36 c,0.1283,3.679,8.08,1.63,1.07,527.956
Kepler-37 b,0.1019,0.31,0.79,0.79,0.79,63.9207
Kepler-37 c,0.139,0.755,1.3,0.79,0.79,63.9207
Kepler-37 d,0.2109,2.03,2.0,0.79,0.79,63.9207
Kepler-38 b,0.4632,4.3,122.0,1.75,0.94,1174.59
Kepler-39 b,0.1635,13.899,6388.383,1.4,1.29,1057.41
Kepler-39 b,0.1539,12.24,5689.157,1.23,1.08,1057.41
Kepler-39 b,0.155,13.68,5720.7,1.39,1.1,1057.41
Kepler-39 b,0.164,13.9,6388.1,1.4,1.29,1057.41
Kepler-4 b,0.0456,4.002,24.472,1.49,1.22,487.916
Kepler-4 b,0.0449,4.125,23.83725,1.48,1.17,487.916
Kepler-40 b,0.08,13.11,699.2,2.13,1.48,2305.01
Kepler-40 b,0.0802,16.141,686.5128,2.48,1.46,2305.01
Kepler-40 b,0.0804,16.141,657.9081,2.48,1.46,2305.01
Kepler-40 b,0.0795,14.235,673.7996,2.24,1.42,2305.01
Kepler-409 b,0.3192,1.199,6.0,0.9,0.91,68.173
Kepler-41 b,0.02895,9.55,156.69019,0.94,0.94,1093.08
Kepler-41 b,0.03,9.98,174.8,1.02,1.12,1093.08
Kepler-41 b,0.02396,11.657,177.9848,1.02,1.12,1093.08
Kepler-41 b,0.03097,14.46,179.89178,1.29,1.15,1093.08
Kepler-41 b,0.03101,14.46,177.98,1.29,1.15,1093.08
Kepler-411 b,0.0375,2.401,25.6,0.82,0.87,153.676
Kepler-411 c,0.0739,4.421,26.4,0.82,0.87,153.676
Kepler-411 d,0.279,3.319,15.2,0.82,0.87,153.676
Kepler-412 b,0.02897,15.031,299.07803,1.29,1.17,1086.24
Kepler-412 b,0.02961,14.852,294.62841,1.29,1.17,1086.24
Kepler-412 b,0.02959,14.852,298.43,1.29,1.17,1086.24
Kepler-413 b,0.3553,4.347,67.0,0.78,0.82,847.536
Kepler-419 b,0.37,10.8,794.5,1.74,1.39,1011.36
Kepler-419 b,0.3704,10.761,820.0014,1.75,1.39,1011.36
Kepler-422 b,0.082,12.89,136.66,1.24,1.15,722.795
Kepler-422 b,0.0813,12.89,155.7367,1.24,1.15,722.795
Kepler-423 b,0.0396,13.45,228.83,0.99,1.07,758.753
Kepler-423 b,0.03582,13.361,192.60498,0.95,0.85,758.753
Kepler-423 b,0.03585,13.361,189.101,0.95,0.85,758.753
Kepler-424 b,0.04365,9.976,341.98508,0.94,1.01,698.646
Kepler-424 b,0.044,9.98,327.35,0.94,1.01,698.646
Kepler-425 b,0.04652,10.962,71.82958,0.86,0.93,646.647
Kepler-425 b,0.0464,10.962,79.45,0.86,0.93,646.647
Kepler-426 b,0.0414,12.22,108.06,0.92,0.91,843.695
Kepler-426 b,0.04135,12.218,107.10871,0.92,0.91,843.695
Kepler-427 b,0.0913,13.787,92.80636,1.35,0.96,1017.8
Kepler-427 b,0.091,13.79,92.17,1.35,0.96,1017.8
Kepler-428 b,0.04331,12.106,406.8224,0.8,0.87,686.284
Kepler-428 b,0.0433,12.11,403.63,0.8,0.87,686.284
Kepler-43 b,0.0449,13.45,1026.55,1.42,1.32,1005.84
Kepler-43 b,0.04436,13.002,997.9862,1.38,1.27,1005.84
Kepler-43 b,0.046,13.664,1026.5909,1.42,1.32,1005.84
Kepler-43 b,0.044,12.498,982.0947,1.33,1.24,1005.84
Kepler-43 b,0.0444,13.0,994.77,1.38,1.27,1005.84
Kepler-43 b,0.044,12.55,962.98,1.34,1.23,1005.84
Kepler-432 b,0.3025,12.834,182.75225,4.12,1.35,848.023
Kepler-432 b,0.3034,12.554,1547.77,4.16,1.35,848.023
Kepler-432 b,0.301,12.834,1719.4603,4.06,1.32,848.023
Kepler-433 b,0.0678,16.253,893.1023,2.26,1.46,1878.31
Kepler-433 b,0.0679,16.25,896.24,2.26,1.46,1878.31
Kepler-434 b,0.1142,12.666,947.1334,1.38,1.2,1222.54
Kepler-434 b,0.1143,12.67,908.96,1.38,1.2,1222.54
Kepler-435 b,0.0948,22.31,266.97,3.21,1.54,1418.77
Kepler-435 b,0.0949,22.306,270.1555,3.21,1.54,1418.77
Kepler-44 b,0.0455,13.9,324.17,1.52,1.19,1188.0
Kepler-44 b,0.0457,13.451,327.3649,1.46,1.21,1188.0
Kepler-44 b,0.0446,12.22,317.82,1.35,1.12,1188.0
Kepler-44 b,0.0446,12.218,311.79123,1.35,1.12,1188.0
Kepler-447 b,0.0769,18.49,435.41,1.05,1.0,268.041
Kepler-45 b,0.02954,11.198,158.915,0.54,0.57,381.949
Kepler-45 b,0.03,10.76,160.497,0.55,0.59,381.949
Kepler-45 b,0.02987,10.761,153.82972,0.55,0.59,381.949
Kepler-453 b,0.7903,6.204,16.0,0.83,0.94,442.846
Kepler-454 b,0.0954,2.37,6.84,1.07,1.03,230.869
Kepler-454 b,0.09528,2.37,5.4,1.07,1.03,230.869
Kepler-46 b,0.1968,9.057,1907.0,0.94,0.9,777.06
Kepler-46 b,0.1971,9.079,281.27955,0.94,0.9,777.06
Kepler-47 b,0.2877,3.05,2.07,0.94,0.96,1025.02
Kepler-47 b,0.2962,3.03,636.0,0.96,1.05,1025.02
Kepler-47 c,0.991,4.62,8899.0,0.96,1.05,1025.02
Kepler-47 c,0.9638,4.65,3.17,0.94,0.96,1025.02
Kepler-47 d,0.6992,7.04,19.02,0.94,0.96,1025.02
Kepler-5 b,0.05071,16.04,675.70658,1.79,1.37,899.777
Kepler-5 b,0.0538,15.984,670.93913,1.79,1.37,899.777
Kepler-5 b,0.04967,13.563,648.3732,1.54,1.3,899.777
Kepler-5 b,0.05064,16.04,671.864,1.79,1.37,899.777
Kepler-51 b,0.2514,7.1,2.1,0.94,1.04,783.831
Kepler-51 c,0.384,9.0,4.0,0.94,1.04,783.831
Kepler-51 d,0.509,9.7,7.6,0.94,1.04,783.831
Kepler-538 b,0.3554,2.215,12.9,0.87,0.89,155.956
Kepler-538 b,0.4669,2.215,10.6,0.87,0.89,155.956
Kepler-539 b,0.4988,8.373,308.2951,0.95,1.05,307.318
Kepler-553 b,0.04766,4.741,116.00737,0.9,0.89,728.525
Kepler-553 c,0.898,11.579,2129.45033,0.9,0.89,728.525
Kepler-56 b,0.1028,6.51,22.1,4.23,1.32,912.994
Kepler-56 c,0.1652,9.8,181.0,4.23,1.32,912.994
Kepler-6 b,0.04448,13.103,205.63601,1.26,1.11,587.039
Kepler-6 b,0.04852,14.617,212.31044,1.39,1.21,587.039
Kepler-6 b,0.04438,13.103,201.18639,1.26,1.11,587.039
Kepler-6 b,0.04567,14.83,212.619,1.39,1.21,587.039
Kepler-62 b,0.0553,1.31,9.0,0.64,0.69,300.874
Kepler-62 c,0.0929,0.54,4.0,0.64,0.69,300.874
Kepler-62 d,0.12,1.95,14.0,0.64,0.69,300.874
Kepler-62 e,0.427,1.61,36.0,0.64,0.69,300.874
Kepler-62 f,0.718,1.41,35.0,0.64,0.69,300.874
Kepler-63 b,0.08,6.11,120.0,0.9,0.98,194.033
Kepler-643 b,0.126,12.778,321.0083,2.69,1.15,1063.58
Kepler-68 b,0.0617,2.31,8.3,1.24,1.08,144.166
Kepler-68 b,0.06135,2.357,8.03,1.26,1.06,144.166
Kepler-68 c,0.09059,0.953,4.8,1.24,1.08,144.166
Kepler-68 c,0.09008,0.979,1.3,1.26,1.06,144.166
Kepler-7 b,0.06224,16.567,137.615,1.84,1.35,922.562
Kepler-7 b,0.06324,18.484,143.97699,2.03,1.41,922.562
Kepler-7 b,0.06067,18.181,140.16303,1.97,1.36,922.562
Kepler-7 b,0.0613,17.957,135.07775,1.97,1.28,922.562
Kepler-7 b,0.0633,18.484,142.70567,2.03,1.41,922.562
Kepler-74 b,0.07813,10.761,191.96932,1.12,1.18,1177.55
Kepler-74 b,0.084,14.8,216.12,1.51,1.4,1177.55
Kepler-74 b,0.0781,10.76,200.22,1.12,1.18,1177.55
Kepler-75 b,0.08,11.55,3146.4,0.88,0.88,835.356
Kepler-75 b,0.0817,11.769,3210.083,0.89,0.91,835.356
Kepler-75 b,0.0818,11.77,3209.9,0.89,0.91,835.356
Kepler-76 b,0.0274,15.244,638.8383,1.32,1.2,822.96
Kepler-76 b,0.0278,14.011,635.66,1.32,1.2,822.96
Kepler-77 b,0.047,10.76,225.65,0.99,1.08,639.411
Kepler-77 b,0.04502,10.761,165.90726,0.99,0.95,639.411
Kepler-77 b,0.04501,10.761,136.661,0.99,0.95,639.411
Kepler-78 b,0.00901,1.201,1.68,0.75,0.78,124.376
Kepler-79 b,0.117,3.47,10.9,1.3,1.17,1020.72
Kepler-79 c,0.187,3.72,5.9,1.3,1.17,1020.72
Kepler-79 d,0.287,7.16,6.0,1.3,1.17,1020.72
Kepler-79 e,0.386,3.49,4.1,1.3,1.17,1020.72
Kepler-8 b,0.0474,15.872,187.5197,1.49,1.21,1021.87
Kepler-8 b,0.04835,15.906,177.9848,1.49,1.21,1021.87
Kepler-8 b,0.0483,15.906,191.643,1.49,1.21,1021.87
Kepler-8 b,0.0485,15.48,187.5197,1.5,1.23,1021.87
Kepler-80 b,0.0648,2.67,6.93,0.68,0.73,369.451
Kepler-80 c,0.0792,2.74,6.74,0.68,0.73,369.451
Kepler-80 d,0.0372,1.53,6.75,0.68,0.73,369.451
Kepler-80 e,0.0491,1.6,4.13,0.68,0.73,369.451
Kepler-82 b,0.1683,4.07,12.15,0.9,0.91,904.326
Kepler-82 c,0.2626,5.34,13.9,0.9,0.91,904.326
Kepler-849 b,1.137,8.082,298.7587,1.82,1.26,822.134
Kepler-87 b,0.481,13.49,324.2,1.82,1.1,1232.9
Kepler-87 c,0.676,6.14,6.4,1.82,1.1,1232.9
Kepler-9 b,0.143,8.29,43.4,0.96,1.02,628.257
Kepler-9 b,0.14,9.438,80.09,1.05,1.03,628.257
Kepler-9 c,0.225,9.225,54.347,1.05,1.03,628.257
Kepler-9 c,0.227,8.08,29.9,0.96,1.02,628.257
Kepler-91 b,0.0731,15.323,257.4423,6.3,1.31,1294.69
Kepler-91 b,0.072,15.513,279.68,6.3,1.31,1294.69
Kepler-93 b,0.053,1.478,4.02,0.92,1.0,95.9115
Kepler-93 b,0.05343,1.478,4.66,0.92,0.91,95.9115
L 168-9 b,0.02091,1.39,4.6,0.6,0.62,25.1496
L 168-9 b,0.0208,1.63,4.07,0.6,0.61,25.1496
L 98-59 b,0.02191,0.85,0.4,0.3,0.27,10.6194
L 98-59 b,0.02282,0.8,1.01,0.31,0.31,10.6194
L 98-59 c,0.0304,1.385,2.22,0.3,0.27,10.6194
L 98-59 c,0.0317,1.35,2.42,0.31,0.31,10.6194
L 98-59 d,0.0506,1.57,2.31,0.31,0.31,10.6194
L 98-59 d,0.0486,1.521,1.94,0.3,0.27,10.6194
LHS 1140 b,0.0875,1.43,6.65,0.19,0.15,14.9861
LHS 1140 b,0.0936,1.727,6.98,0.21,0.18,14.9861
LHS 1140 b,0.0946,1.73,5.6,0.22,0.18,14.9861
LHS 1140 b,0.0957,1.635,6.38,0.21,0.19,14.9861
LHS 1140 c,0.02675,1.282,1.81,0.21,0.18,14.9861
LHS 1140 c,0.02734,1.169,1.76,0.21,0.19,14.9861
LHS 1140 c,0.027,1.272,1.91,0.22,0.18,14.9861
LHS 1478 b,0.01848,1.242,2.33,0.25,0.24,18.2276
LHS 1678 b,0.01251,0.696,0.35,0.33,0.34,19.8782
LHS 1678 c,0.0331,0.982,1.4,0.33,0.34,19.8782
LHS 1815 b,0.0404,1.088,8.7,0.5,0.5,29.8424
LP 714-47 b,0.0417,4.7,30.8,0.58,0.59,52.616
LP 791-18 c,0.02961,2.438,7.1,0.18,0.14,26.4927
LP 791-18 d,0.01992,1.032,0.9,0.18,0.14,26.4927
LP 890-9 b,0.01875,1.32,13.2,0.16,0.12,32.4298
LP 890-9 c,0.03984,1.367,25.3,0.16,0.12,32.4298
LTT 1445 A b,0.03807,1.38,2.2,0.28,0.26,6.86929
LTT 1445 A b,0.0381,1.34,2.73,0.27,0.26,6.86929
LTT 1445 A b,0.03813,1.305,2.87,0.27,0.26,6.86929
LTT 1445 A c,0.02661,1.147,1.54,0.27,0.26,6.86929
LTT 1445 A c,0.02659,1.07,1.37,0.27,0.26,6.86929
LTT 3780 b,0.01195,1.325,2.46,0.38,0.38,21.9814
LTT 3780 b,0.01211,1.332,2.62,0.37,0.4,21.9814
LTT 3780 b,0.01203,1.35,2.34,0.38,0.38,21.9814
LTT 3780 c,0.0762,2.42,6.29,0.38,0.38,21.9814
LTT 3780 c,0.07673,2.3,8.6,0.37,0.4,21.9814
LTT 3780 c,0.0757,2.39,8.04,0.38,0.38,21.9814
LTT 9779 b,0.01679,4.72,29.32,0.95,0.77,80.4373
Lupus-TR-3 b,0.0464,9.976,257.431,0.82,0.87,773.409
MASCARA-1 b,0.043,16.814,1175.971,2.1,1.72,182.273
MASCARA-4 b,0.047,17.15,985.273,1.92,1.75,170.696
NGTS-1 b,0.0326,14.908,258.07796,0.57,0.62,218.121
NGTS-11 b,0.201,9.158,109.33352,0.83,0.86,190.422
NGTS-12 b,0.0757,11.747,66.10864,1.59,1.02,446.442
NGTS-13 b,0.0549,12.801,1538.2972,1.79,1.3,647.595
NGTS-14 A b,0.0403,4.977,29.24036,0.84,0.9,322.148
NGTS-15 b,0.0441,12.33,238.68913,0.95,0.99,786.485
NGTS-16 b,0.0523,14.572,211.99155,1.21,1.0,898.168
NGTS-17 b,0.0391,13.899,242.8209,1.34,1.02,1040.28
NGTS-18 b,0.0448,13.563,129.99182,1.39,1.0,1096.19
NGTS-2 b,0.063,17.878,235.1942,1.7,1.64,356.391
NGTS-20 b,0.313,11.994,947.12865,1.78,1.47,382.898
NGTS-21 b,0.0236,14.908,750.07504,0.86,0.72,592.891
NGTS-23 b,0.0504,14.202,194.82881,1.24,1.01,1074.95
NGTS-24 b,0.0479,13.608,165.27077,1.64,1.26,683.062
NGTS-25 b,0.0388,11.467,203.09235,0.86,0.91,521.233
NGTS-26 b,0.049,14.886,92.80589,1.16,0.96,1093.69
NGTS-27 b,0.0446,15.648,188.47225,1.77,1.07,942.122
NGTS-3 A b,0.023,16.589,756.4354,0.93,1.02,743.972
NGTS-30 b,0.408,10.402,305.11527,0.91,0.94,238.377
NGTS-4 b,0.019,3.18,20.6,0.84,0.75,280.555
NGTS-5 b,0.0382,12.733,72.78307,0.74,0.66,306.779
NGTS-6 b,0.01677,14.863,425.57437,0.75,0.77,308.262
NGTS-8 b,0.035,12.218,295.5819,0.98,0.89,428.976
NGTS-9 b,0.058,11.994,921.707,1.38,1.34,609.128
OGLE-TR-10 b,0.04516,19.279,216.1244,1.52,1.28,1344.97
OGLE-TR-10 b,0.0435,14.011,359.1479,1.17,1.14,1344.97
OGLE-TR-10 b,0.0434,14.011,197.046,1.17,1.14,1344.97
OGLE-TR-10 b,0.04162,13.899,181.1631,1.0,1.0,1344.97
OGLE-TR-111 b,0.04689,11.781,247.9074,0.83,0.85,1068.33
OGLE-TR-111 b,0.04676,11.332,174.8065,0.82,0.85,1068.33
OGLE-TR-111 b,0.04651,12.072,171.6282,0.84,0.83,1068.33
OGLE-TR-111 b,0.04689,11.781,174.799,0.83,0.85,1068.33
OGLE-TR-111 b,0.047,11.209,168.4499,0.85,0.82,1068.33
OGLE-TR-111 b,0.047,11.265,168.4499,0.83,0.82,1068.33
OGLE-TR-113 b,0.0228,12.106,429.0705,0.77,0.77,566.459
OGLE-TR-113 b,0.02278,12.453,394.1092,0.78,0.77,566.459
OGLE-TR-113 b,0.0229,12.218,419.5356,0.77,0.78,566.459
OGLE-TR-113 b,0.02289,12.251,400.449,0.77,0.78,566.459
OGLE-TR-113 b,0.02299,12.218,343.2564,0.78,0.79,566.459
OGLE-TR-113 b,0.02265,12.195,390.9309,0.77,0.76,566.459
OGLE-TR-113 b,0.0229,12.251,432.2488,0.77,0.78,566.459
OGLE-TR-132 b,0.03029,14.011,371.8611,1.37,1.3,2012.62
OGLE-TR-132 b,0.03036,13.451,858.141,1.32,1.3,2012.62
OGLE-TR-132 b,0.03026,13.776,371.8611,1.34,1.29,2012.62
OGLE-TR-132 b,0.0306,12.89,320.99,1.41,1.34,2012.62
OGLE-TR-132 b,0.03035,13.45,375.02,1.32,1.3,2012.62
OGLE-TR-182 b,0.05205,16.477,336.8998,1.53,1.19,2501.75
OGLE-TR-182 b,0.05205,16.477,340.0781,1.53,1.19,2501.75
OGLE-TR-182 b,0.051,12.666,320.995,1.14,1.14,2501.75
OGLE-TR-211 b,0.05105,14.146,238.3725,1.56,1.31,1515.26
OGLE-TR-211 b,0.051,15.244,327.351,1.64,1.33,1515.26
OGLE-TR-211 b,0.05106,14.146,216.1244,1.56,1.31,1515.26
OGLE2-TR-L9 b,0.0404,18.091,1379.3822,1.5,1.42,1627.63
OGLE2-TR-L9 b,0.0308,18.046,1430.175,1.53,1.52,1627.63
OGLE2-TR-L9 b,0.04047,18.304,1398.452,1.5,1.43,1627.63
PDS 70 b,22.0,14.572,2542.64,1.26,0.76,113.064
PH1 b,0.652,6.18,169.0,1.73,1.53,1033.16
PH2 b,0.833,9.337,87.08498,0.95,0.97,343.863
POTS-1 b,0.03734,10.548,734.16,0.59,0.69,747.959
Qatar-1 b,0.02343,13.227,419.85343,0.8,0.85,185.615
Qatar-1 b,0.02298,12.733,405.23325,0.78,0.8,185.615
Qatar-1 b,0.02313,12.801,410.95419,0.8,0.82,185.615
Qatar-1 b,0.02343,13.227,422.7139,0.8,0.85,185.615
Qatar-1 b,0.02332,12.812,411.27202,0.8,0.84,185.615
Qatar-1 b,0.02343,13.047,346.42,0.82,0.85,185.615
Qatar-10 b,0.0286,17.295,233.92288,1.25,1.16,559.068
Qatar-2 b,0.02136,12.498,783.76878,0.7,0.73,181.374
Qatar-2 b,0.02149,12.823,790.41,0.71,0.74,181.374
Qatar-2 b,0.02153,14.056,785.0401,0.78,0.74,181.374
Qatar-2 b,0.0216,12.89,826.358,0.71,0.74,181.374
Qatar-2 b,0.02153,14.056,792.635,0.78,0.74,181.374
Qatar-3 b,0.03783,12.285,1369.8473,1.27,1.15,735.601
Qatar-4 b,0.02803,12.722,1938.763,0.85,0.9,329.036
Qatar-5 b,0.04127,12.408,1373.0256,1.08,1.13,367.658
Qatar-6 b,0.0423,11.904,212.31044,0.72,0.82,100.848
Qatar-7 b,0.0352,19.055,597.5204,1.56,1.41,705.981
Qatar-8 b,0.0474,14.404,117.91493,1.31,1.03,281.498
Qatar-9 b,0.0234,11.31,378.2177,0.7,0.72,213.771
TIC 139270665 b,0.163,7.23,147.15455,1.02,1.03,189.875
TIC 172900988 b,0.88328,11.3,837.0,1.38,1.24,250.956
TIC 172900988 b,0.90281,11.25,942.0,1.38,1.24,250.956
TIC 172900988 b,0.86762,11.24,823.9,1.38,1.24,250.956
TIC 172900988 b,0.89809,11.2,869.7,1.38,1.24,250.956
TIC 172900988 b,0.87235,11.15,845.7,1.38,1.24,250.956
TIC 172900988 b,0.91359,11.27,981.3,1.38,1.24,250.956
TIC 237913194 b,0.1207,12.52,617.22586,1.09,1.03,306.063
TIC 241249530 b,0.641,13.294,1582.78547,1.4,1.27,324.448
TIC 257060897 b,0.051,16.701,212.94503,1.82,1.32,505.703
TIC 279401253 b,0.369,11.209,1951.46642,1.06,1.13,285.584
TIC 365102760 b,0.0622,6.21,19.2,3.13,1.17,555.546
TIC 393818343 b,0.1291,12.184,1379.37529,1.09,1.08,93.7345
TIC 46432937 b,0.02065,13.316,1017.0509,0.53,0.56,90.5369
TIC 4672985 b,0.33,11.5,4049.13391,1.15,1.01,253.385
TOI-1052 b,0.09103,2.87,16.9,1.26,1.2,129.804
TOI-1062 b,0.052,2.265,10.15,0.84,0.94,82.1733
TOI-1064 b,0.06152,2.587,13.5,0.73,0.75,68.0726
TOI-1064 c,0.09429,2.651,2.5,0.73,0.75,68.0726
TOI-1075 b,0.01159,1.791,9.95,0.58,0.6,61.4592
TOI-1107 b,0.0561,14.572,1064.72516,1.81,1.35,281.314
TOI-1130 b,0.04457,3.56,19.28,0.69,0.71,58.2609
TOI-1130 b,0.0453,3.66,19.8,0.7,0.74,58.2609
TOI-1130 c,0.07191,13.32,325.69,0.69,0.71,58.2609
TOI-1130 c,0.0731,13.0,336.0,0.7,0.74,58.2609
TOI-1130 c,0.07098,16.814,309.56642,0.69,0.68,58.2609
TOI-1135 b,0.082,9.02,51.42,1.16,1.12,114.048
TOI-1136 b,0.0514,1.9,31.0,0.96,1.04,84.5362
TOI-1136 c,0.067,2.769,7.6,0.96,1.04,84.5362
TOI-1136 d,0.107,4.621,12.3,0.96,1.04,84.5362
TOI-1136 e,0.14,2.546,24.0,0.96,1.04,84.5362
TOI-1136 f,0.175,3.736,32.0,0.96,1.04,84.5362
TOI-1136 g,0.23,2.53,12.2,0.96,1.04,84.5362
TOI-1173 b,0.0696,9.19,27.4,0.93,0.91,132.353
TOI-1173 b,0.071,9.019,28.3,0.94,0.94,132.353
TOI-1174 b,0.08,2.506,32.0,0.78,0.84,94.6375
TOI-1180 b,0.082,3.036,10.0,0.74,0.78,72.0238
TOI-1181 b,0.0364,16.197,377.0,1.93,1.46,302.819
TOI-1184 b,0.056,2.41,6.8,0.7,0.73,58.5946
TOI-1194 b,0.034,8.717,120.0,0.96,0.98,149.667
TOI-1194 b,0.03428,8.597,144.92975,0.96,1.01,149.667
TOI-1199 b,0.04988,10.514,75.96099,1.45,1.23,248.427
TOI-1201 b,0.0287,2.415,6.28,0.51,0.51,37.8871
TOI-1221 b,0.387,2.91,1112.39942,1.03,0.93,138.411
TOI-1231 b,0.1288,3.65,15.4,0.48,0.48,27.6227
TOI-1235 b,0.03826,1.694,5.9,0.62,0.63,39.6345
TOI-1235 b,0.03845,1.738,6.91,0.63,0.64,39.6345
TOI-1244 b,0.061,2.376,6.6,0.72,0.75,102.551
TOI-1246 b,0.049,3.01,8.1,0.86,0.87,169.422
TOI-1246 c,0.061,2.51,8.8,0.86,0.87,169.422
TOI-1246 c,0.061,2.451,9.1,0.86,0.89,169.422
TOI-1246 d,0.132,3.431,5.4,0.86,0.89,169.422
TOI-1246 d,0.131,3.51,5.3,0.86,0.87,169.422
TOI-1246 e,0.211,3.78,14.8,0.86,0.87,169.422
TOI-1246 e,0.212,3.514,14.5,0.86,0.89,169.422
TOI-1248 b,0.051,6.808,27.4,0.87,0.9,168.735
TOI-1249 b,0.109,3.271,11.9,0.98,1.01,139.49
TOI-125 b,0.05186,2.726,9.5,0.85,0.86,111.059
TOI-125 c,0.0814,2.759,6.63,0.85,0.86,111.059
TOI-125 d,0.137,2.93,13.6,0.85,0.86,111.059
TOI-1259 A b,0.0407,11.456,140.16233,0.71,0.74,118.106
